Rightsholder,Post URL,Platform,Account,Date,Format,Account Type,Sponsor,Placement,Start Timestamp,Stop Timestamp,Comments,Shares,Duration,Clarity,Size of Sponsor,Placement of Sponsor,Prominence,Visibility,30 Second Cost,Media Broadcast URL
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:05:58,1:06:25,,,27,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:06:29,1:06:51,,,22,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:07:00,1:07:03,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:07:06,1:07:09,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:07:12,1:07:33,,,21,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:08:01,1:08:21,,,20,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:08:24,1:08:27,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:08:31,1:08:35,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:08:38,1:08:46,,,8,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:08:50,1:09:00,,,10,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:09:03,1:09:34,,,31,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:09:37,1:09:46,,,9,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:09:49,1:09:50,,,1,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:09:53,1:10:00,,,7,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:11:55,1:11:57,,,2,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:12:19,1:12:22,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:12:26,1:12:30,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:12:33,1:12:59,,,26,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:13:02,1:13:09,,,7,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:13:48,1:13:52,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:13:55,1:14:19,,,24,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:14:43,1:15:00,,,17,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:15:06,1:15:12,,,6,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:15:16,1:15:18,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:15:19,1:15:21,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:15:22,1:15:25,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:15:27,1:15:33,,,6,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:15:36,1:15:49,,,13,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:15:50,1:16:07,,,17,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:16:33,1:16:37,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:16:37,1:16:51,,,14,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:16:58,1:17:01,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:17:21,1:17:26,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:17:38,1:17:42,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:17:47,1:17:54,,,7,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:20:13,1:20:18,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:20:23,1:20:29,,,6,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:20:42,1:20:49,,,7,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:21:42,1:21:47,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:21:55,1:22:00,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:22:05,1:22:09,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:22:22,1:22:24,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:22:26,1:22:33,,,7,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:22:39,1:22:53,,,14,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:22:59,1:23:02,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:23:03,1:23:05,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:23:32,1:23:37,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:24:16,1:24:21,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:24:44,1:24:45,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:24:47,1:24:59,,,12,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:25:03,1:25:07,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:25:15,1:25:19,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:25:24,1:25:29,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:25:44,1:25:49,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:25:52,1:25:57,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:25:59,1:26:21,,,22,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:26:46,1:26:50,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:26:52,1:26:56,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:26:59,1:27:05,,,6,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:27:10,1:27:12,,,2,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:29:30,1:29:34,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:29:36,1:29:40,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:30:07,1:30:19,,,12,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:30:28,1:30:33,,,5,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:30:38,1:30:46,,,8,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:30:58,1:31:05,,,7,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:31:35,1:31:52,,,17,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:31:56,1:32:01,,,5,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:32:10,1:32:22,,,12,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:32:24,1:32:30,,,6,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:32:39,1:32:45,,,6,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:33:02,1:33:05,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:33:14,1:33:17,,,3,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:33:33,1:33:38,,,5,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:33:45,1:33:52,,,7,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:33:55,1:34:00,,,5,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:34:03,1:34:07,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:34:44,1:34:49,,,5,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:34:53,1:34:56,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:34:58,1:35:08,,,10,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:35:54,1:35:55,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:35:58,1:36:04,,,6,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:36:13,1:36:17,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:36:21,1:36:31,,,10,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:36:21,1:36:31,,,10,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:36:21,1:36:28,,,7,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:36:57,1:37:07,,,10,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:37:26,1:37:37,,,11,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:48:44,1:48:46,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:56:20,1:56:26,,,6,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:56:32,1:56:36,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:56:40,1:56:47,,,7,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:56:53,1:56:57,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:57:04,1:57:11,,,7,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:57:29,1:57:31,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:57:46,1:57:53,,,7,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:57:59,1:58:02,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:58:05,1:58:22,,,17,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:58:25,1:58:34,,,9,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:58:40,1:58:59,,,19,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:59:06,1:59:11,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:59:35,1:59:43,,,8,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,2:00:04,2:00:05,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,2:00:33,2:00:34,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,2:00:39,2:00:47,,,8,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,2:01:13,2:01:31,,,18,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,2:01:34,2:01:40,,,6,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,2:01:44,2:01:52,,,8,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,2:02:27,2:02:38,,,11,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,2:02:42,2:02:46,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,2:02:54,2:02:59,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,2:03:39,2:03:41,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,2:04:11,2:04:22,,,11,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
